ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S1084,malware--4816d361-f82b-4a18-aa05-b215e7cf9200,QUIETEXIT,"[QUIETEXIT](https://attack.mitre.org/software/S1084) is a novel backdoor, based on the open-source Dropbear SSH client-server software, that has been used by [APT29](https://attack.mitre.org/groups/G0016) since at least 2021. [APT29](https://attack.mitre.org/groups/G0016) has deployed [QUIETEXIT](https://attack.mitre.org/software/S1084) on opaque network appliances that typically don't support antivirus or endpoint detection and response tools within a victim environment.(Citation: Mandiant APT29 Eye Spy Email Nov 22)",https://attack.mitre.org/software/S1084,17 August 2023,02 October 2023,enterprise-attack,1.0,"Joe Gumke, U.S. Bank",Network,,malware,"(Citation: Mandiant APT29 Eye Spy Email Nov 22),,(Citation: Mandiant APT29 Eye Spy Email Nov 22)"
S0650,malware--edc5e045-5401-42bb-ad92-52b5b2ee0de9,QakBot,"[QakBot](https://attack.mitre.org/software/S0650) is a modular banking trojan that has been used primarily by financially-motivated actors since at least 2007. [QakBot](https://attack.mitre.org/software/S0650) is continuously maintained and developed and has evolved from an information stealer into a delivery agent for ransomware, most notably [ProLock](https://attack.mitre.org/software/S0654) and [Egregor](https://attack.mitre.org/software/S0554).(Citation: Trend Micro Qakbot December 2020)(Citation: Red Canary Qbot)(Citation: Kaspersky QakBot September 2021)(Citation: ATT QakBot April 2021)",https://attack.mitre.org/software/S0650,27 September 2021,17 September 2024,enterprise-attack,1.3,"Edward Millington; Inna Danilevich, U.S. Bank",Windows,"Pinkslipbot, QBot, QuackBot",malware,"(Citation: Latrodectus APR 2024),(Citation: ATT QakBot April 2021),,(Citation: NCC Group Black Basta June 2022),(Citation: Trend Micro Qakbot May 2020),(Citation: Trend Micro Black Basta October 2022),(Citation: Microsoft Ransomware as a Service),(Citation: Cyberint Qakbot May 2021),(Citation: ATT QakBot April 2021),(Citation: Group IB Ransomware September 2020),(Citation: Red Canary Qbot),(Citation: Kaspersky QakBot September 2021),(Citation: Deep Instinct Black Basta August 2022),(Citation: Kroll Qakbot June 2020),(Citation: Crowdstrike Qakbot October 2020),(Citation: Trend Micro Qakbot December 2020)"
S0262,tool--da04ac30-27da-4959-a67d-450ce47d9470,QuasarRAT,"[QuasarRAT](https://attack.mitre.org/software/S0262) is an open-source, remote access tool that has been publicly available on GitHub since at least 2014. [QuasarRAT](https://attack.mitre.org/software/S0262) is developed in the C# language.(Citation: GitHub QuasarRAT)(Citation: Volexity Patchwork June 2018)",https://attack.mitre.org/software/S0262,17 October 2018,07 May 2024,enterprise-attack,2.1,"Kyaw Pyiyt Htet, @KyawPyiytHtet",Windows,xRAT,tool,"(Citation: DOJ APT10 Dec 2018),(Citation: Securelist APT10 March 2021),(Citation: Mandiant APT43 March 2024),(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: MalwareBytes LazyScripter Feb 2021),(Citation: Unit 42 Gorgon Group Aug 2018),(Citation: Volexity Patchwork June 2018),(Citation: Symantec Cicada November 2020),(Citation: TrendMicro Patchwork Dec 2017),,(Citation: CISA AR18-352A Quasar RAT December 2018),(Citation: Volexity Patchwork June 2018),(Citation: GitHub QuasarRAT)"
S0686,malware--03eb4a05-6a02-43f6-afb7-3c7835501828,QuietSieve,[QuietSieve](https://attack.mitre.org/software/S0686) is an information stealer that has been used by [Gamaredon Group](https://attack.mitre.org/groups/G0047) since at least 2021.(Citation: Microsoft Actinium February 2022),https://attack.mitre.org/software/S0686,18 February 2022,15 April 2022,enterprise-attack,1.0,,Windows,,malware,"(Citation: Microsoft Actinium February 2022),,(Citation: Microsoft Actinium February 2022)"
S1113,malware--880f7b3e-ad27-4158-8b03-d44c9357950b,RAPIDPULSE,[RAPIDPULSE](https://attack.mitre.org/software/S1113) is a web shell that exists as a modification to a legitimate Pulse Secure file that has been used by [APT5](https://attack.mitre.org/groups/G1023) since at least 2021.(Citation: Mandiant Pulse Secure Update May 2021),https://attack.mitre.org/software/S1113,13 February 2024,05 April 2024,enterprise-attack,1.0,,"Linux, Network",,malware,"(Citation: Mandiant Pulse Secure Update May 2021),,(Citation: Mandiant Pulse Secure Update May 2021)"
S0055,malware--8c553311-0baa-4146-997a-f79acef3d831,RARSTONE,[RARSTONE](https://attack.mitre.org/software/S0055) is malware used by the [Naikon](https://attack.mitre.org/groups/G0019) group that has some characteristics similar to [PlugX](https://attack.mitre.org/software/S0013). (Citation: Aquino RARSTONE),https://attack.mitre.org/software/S0055,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: CameraShy),(Citation: Baumgartner Naikon 2015),,(Citation: Aquino RARSTONE),(Citation: Camba RARSTONE)"
S0241,malware--9b325b06-35a1-457d-be46-a4ecc0b7ff0c,RATANKBA,"[RATANKBA](https://attack.mitre.org/software/S0241) is a remote controller tool used by [Lazarus Group](https://attack.mitre.org/groups/G0032). [RATANKBA](https://attack.mitre.org/software/S0241) has been used in attacks targeting financial institutions in Poland, Mexico, Uruguay, the United Kingdom, and Chile. It was also seen used against organizations related to telecommunications, management consulting, information technology, insurance, aviation, and education. [RATANKBA](https://attack.mitre.org/software/S0241) has a graphical user interface to allow the attacker to issue jobs to perform on the infected machines. (Citation: Lazarus RATANKBA) (Citation: RATANKBA)",https://attack.mitre.org/software/S0241,17 October 2018,02 September 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Lazarus RATANKBA),,(Citation: RATANKBA),(Citation: Lazarus RATANKBA)"
S0662,malware--03acae53-9b98-46f6-b204-16b930839055,RCSession,[RCSession](https://attack.mitre.org/software/S0662) is a backdoor written in C++ that has been in use since at least 2018 by [Mustang Panda](https://attack.mitre.org/groups/G0129) and by [Threat Group-3390](https://attack.mitre.org/groups/G0027) (Type II Backdoor).(Citation: Secureworks BRONZE PRESIDENT December 2019)(Citation: Trend Micro Iron Tiger April 2021)(Citation: Trend Micro DRBControl February 2020),https://attack.mitre.org/software/S0662,19 November 2021,11 April 2024,enterprise-attack,1.2,,Windows,,malware,"(Citation: Trend Micro Iron Tiger April 2021),(Citation: Trend Micro DRBControl February 2020),(Citation: Profero APT27 December 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019),,(Citation: Trend Micro DRBControl February 2020),(Citation: Profero APT27 December 2020),(Citation: Secureworks BRONZE PRESIDENT December 2019)"
S0495,malware--4b346d12-7f91-48d2-8f06-b26ffa0d825b,RDAT,[RDAT](https://attack.mitre.org/software/S0495) is a backdoor used by the suspected Iranian threat group [OilRig](https://attack.mitre.org/groups/G0049). [RDAT](https://attack.mitre.org/software/S0495) was originally identified in 2017 and targeted companies in the telecommunications sector.(Citation: Unit42 RDAT July 2020),https://attack.mitre.org/software/S0495,28 July 2020,15 October 2020,enterprise-attack,1.0,,Windows,,malware,"(Citation: Unit42 RDAT July 2020),,(Citation: Unit42 RDAT July 2020)"
S0416,malware--065196de-d7e8-4888-acfb-b2134022ba1b,RDFSNIFFER,[RDFSNIFFER](https://attack.mitre.org/software/S0416) is a module loaded by [BOOSTWRITE](https://attack.mitre.org/software/S0415) which allows an attacker to monitor and tamper with legitimate connections made via an application designed to provide visibility and system management capabilities to remote IT techs.(Citation: FireEye FIN7 Oct 2019),https://attack.mitre.org/software/S0416,11 October 2019,16 October 2019,enterprise-attack,1.0,,Windows,,malware,"(Citation: FireEye FIN7 Oct 2019),,(Citation: FireEye FIN7 Oct 2019)"
S0496,malware--ac61f1f9-7bb1-465e-9b8a-c2ce8e88baf5,REvil,"[REvil](https://attack.mitre.org/software/S0496) is a ransomware family that has been linked to the [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) group and operated as ransomware-as-a-service (RaaS) since at least April 2019. [REvil](https://attack.mitre.org/software/S0496), which as been used against organizations in the manufacturing, transportation, and electric sectors, is highly configurable and shares code similarities with the GandCrab RaaS.(Citation: Secureworks REvil September 2019)(Citation: Intel 471 REvil March 2020)(Citation: Group IB Ransomware May 2020)",https://attack.mitre.org/software/S0496,04 August 2020,11 April 2024,"enterprise-attack,ics-attack",2.2,Edward Millington,Windows,"Sodin, Sodinokibi",malware,"(Citation: Secureworks REvil September 2019),(Citation: IBM Ransomware Trends September 2020),(Citation: FBI Flash FIN7 USB),(Citation: Microsoft Ransomware as a Service),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: CrowdStrike Carbon Spider August 2021),,(Citation: McAfee REvil October 2019),(Citation: Secureworks REvil September 2019),(Citation: G Data Sodinokibi June 2019),(Citation: Cylance Sodinokibi July 2019),(Citation: Picus Sodinokibi January 2020),(Citation: Secureworks GandCrab and REvil September 2019),(Citation: SecureWorks September 2019),(Citation: McAfee Sodinokibi October 2019),(Citation: BleepingComputer REvil 2021),(Citation: Group IB Ransomware May 2020),(Citation: Intel 471 REvil March 2020),(Citation: Tetra Defense Sodinokibi March 2020),(Citation: Talos Sodinokibi April 2019),(Citation: Kaspersky Sodin July 2019)"
S0258,malware--b9eec47e-98f4-4b3c-b574-3fa8a87ebe05,RGDoor,[RGDoor](https://attack.mitre.org/software/S0258) is a malicious Internet Information Services (IIS) backdoor developed in the C++ language. [RGDoor](https://attack.mitre.org/software/S0258) has been seen deployed on webservers belonging to the Middle East government organizations. [RGDoor](https://attack.mitre.org/software/S0258) provides backdoor access to compromised IIS servers. (Citation: Unit 42 RGDoor Jan 2018),https://attack.mitre.org/software/S0258,17 October 2018,10 September 2021,enterprise-attack,1.2,,Windows,,malware,"(Citation: Unit 42 RGDoor Jan 2018),,(Citation: ESET IIS Malware 2021),(Citation: Unit 42 RGDoor Jan 2018)"
S0003,malware--ad4f146f-e3ec-444a-ba71-24bffd7f0f8e,RIPTIDE,[RIPTIDE](https://attack.mitre.org/software/S0003) is a proxy-aware backdoor used by [APT12](https://attack.mitre.org/groups/G0005). (Citation: Moran 2014),https://attack.mitre.org/software/S0003,31 May 2017,30 March 2020,enterprise-attack,1.1,,Windows,,malware,"(Citation: Moran 2014),,(Citation: Moran 2014)"
S1150,malware--be471c69-12d5-4bcc-9dad-3d42c3dbca4b,ROADSWEEP,[ROADSWEEP](https://attack.mitre.org/software/S1150) is a ransomware that was deployed against Albanian government networks during [HomeLand Justice](https://attack.mitre.org/campaigns/C0038) along with the [CHIMNEYSWEEP](https://attack.mitre.org/software/S1149) backdoor.(Citation: Mandiant ROADSWEEP August 2022),https://attack.mitre.org/software/S1150,08 August 2024,09 August 2024,enterprise-attack,1.0,,Windows,,malware,",(Citation: Mandiant ROADSWEEP August 2022),(Citation: Microsoft Albanian Government Attacks September 2022),(Citation: CISA Iran Albanian Attacks September 2022),(Citation: Mandiant ROADSWEEP August 2022)"
S0684,tool--6dbdc657-d8e0-4f2f-909b-7251b3e72c6d,ROADTools,[ROADTools](https://attack.mitre.org/software/S0684) is a framework for enumerating Azure Active Directory environments. The tool is written in Python and publicly available on GitHub.(Citation: ROADtools Github),https://attack.mitre.org/software/S0684,18 February 2022,16 September 2024,enterprise-attack,1.0,,Identity Provider,,tool,"(Citation: MSTIC Nobelium Oct 2021),,(Citation: Roadtools)"
S0112,malware--cba78a1c-186f-4112-9e6a-be1839f030f7,ROCKBOOT,"[ROCKBOOT](https://attack.mitre.org/software/S0112) is a [Bootkit](https://attack.mitre.org/techniques/T1542/003) that has been used by an unidentified, suspected China-based group. (Citation: FireEye Bootkits)",https://attack.mitre.org/software/S0112,31 May 2017,09 February 2021,enterprise-attack,1.1,,Windows,,malware,"(Citation: FireEye APT41 Aug 2019),,(Citation: FireEye Bootkits)"
S0240,malware--60a9c2f0-b7a5-4e8e-959c-e1a3ff314a5f,ROKRAT,[ROKRAT](https://attack.mitre.org/software/S0240) is a cloud-based remote access tool (RAT) used by [APT37](https://attack.mitre.org/groups/G0067) to target victims in South Korea. [APT37](https://attack.mitre.org/groups/G0067) has used ROKRAT during several campaigns from 2016 through 2021.(Citation: Talos ROKRAT)(Citation: Talos Group123)(Citation: Volexity InkySquid RokRAT August 2021),https://attack.mitre.org/software/S0240,17 October 2018,30 March 2022,enterprise-attack,2.3,,Windows,,malware,"(Citation: Securelist ScarCruft May 2019),(Citation: Talos Group123),,(Citation: Talos Group123),(Citation: Talos ROKRAT 2),(Citation: Securelist ScarCruft May 2019),(Citation: Talos ROKRAT),(Citation: NCCGroup RokRat Nov 2018),(Citation: Malwarebytes RokRAT VBA January 2021),(Citation: Volexity InkySquid RokRAT August 2021)"
S0148,malware--92ec0cbd-2c30-44a2-b270-73f4ec949841,RTM,[RTM](https://attack.mitre.org/software/S0148) is custom malware written in Delphi. It is used by the group of the same name ([RTM](https://attack.mitre.org/groups/G0048)). Newer versions of the malware have been reported publicly as Redaman.(Citation: ESET RTM Feb 2017)(Citation: Unit42 Redaman January 2019),https://attack.mitre.org/software/S0148,31 May 2017,29 July 2022,enterprise-attack,1.2,"Arie Olshtein, Check Point; Kobi Eisenkraft, Check Point",Windows,Redaman,malware,"(Citation: ESET RTM Feb 2017),,(Citation: ESET RTM Feb 2017),(Citation: Unit42 Redaman January 2019),(Citation: CheckPoint Redaman October 2019)"
S1148,malware--b5a8fb8b-4ff1-43e5-a1ad-75ae565f5175,Raccoon Stealer,"[Raccoon Stealer](https://attack.mitre.org/software/S1148) is an information stealer malware family active since at least 2019 as a malware-as-a-service offering sold in underground forums. [Raccoon Stealer](https://attack.mitre.org/software/S1148) has experienced two periods of activity across two variants, from 2019 to March 2022, then resurfacing in a revised version in June 2022.(Citation: S2W Racoon 2022)(Citation: Sekoia Raccoon1 2022)",https://attack.mitre.org/software/S1148,01 August 2024,11 October 2024,enterprise-attack,1.0,"Catherine Williams, BT Security; Harry Hill, BT Security; Manikantan Srinivasan, NEC Corporation India; Pooja Natarajan, NEC Corporation India; Yoshihiro Kori, NEC Corporation",Windows,,malware,",,(Citation: Sekoia Raccoon1 2022),(Citation: S2W Racoon 2022),(Citation: Sekoia Raccoon2 2022)"
S0481,malware--54895630-efd2-4608-9c24-319de972a9eb,Ragnar Locker,[Ragnar Locker](https://attack.mitre.org/software/S0481) is a ransomware that has been in use since at least December 2019.(Citation: Sophos Ragnar May 2020)(Citation: Cynet Ragnar Apr 2020),https://attack.mitre.org/software/S0481,29 June 2020,06 September 2023,enterprise-attack,1.2,,Windows,,malware,"(Citation: Symantec FIN8 Jul 2023),,(Citation: FBI Ragnar Locker 2020),(Citation: Sophos Ragnar May 2020),(Citation: Cynet Ragnar Apr 2020)"
S0565,malware--4efc3e00-72f2-466a-ab7c-8a7dc6603b19,Raindrop,[Raindrop](https://attack.mitre.org/software/S0565) is a loader used by [APT29](https://attack.mitre.org/groups/G0016) that was discovered on some victim machines during investigations related to the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024). It was discovered in January 2021 and was likely used since at least May 2020.(Citation: Symantec RAINDROP January 2021)(Citation: Microsoft Deep Dive Solorigate January 2021),https://attack.mitre.org/software/S0565,19 January 2021,11 April 2024,enterprise-attack,1.3,,Windows,,malware,"(Citation: Symantec RAINDROP January 2021),(Citation: Secureworks IRON RITUAL Profile),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: Symantec RAINDROP January 2021),(Citation: Microsoft Deep Dive Solorigate January 2021),(Citation: Symantec RAINDROP January 2021),(Citation: Microsoft Deep Dive Solorigate January 2021)"
