ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,associated groups,associated groups citations,relationship citations
G0010,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,Turla,"[Turla](https://attack.mitre.org/groups/G0010) is a cyber espionage threat group that has been attributed to Russia's Federal Security Service (FSB).  They have compromised victims in over 50 countries since at least 2004, spanning a range of industries including government, embassies, military, education, research and pharmaceutical companies. [Turla](https://attack.mitre.org/groups/G0010) is known for conducting watering hole and spearphishing campaigns, and leveraging in-house tools and malware, such as [Uroburos](https://attack.mitre.org/software/S0022).(Citation: Kaspersky Turla)(Citation: ESET Gazer Aug 2017)(Citation: CrowdStrike VENOMOUS BEAR)(Citation: ESET Turla Mosquito Jan 2018)(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023)",https://attack.mitre.org/groups/G0010,31 May 2017,26 June 2024,enterprise-attack,5.1,"Edward Millington; Matthieu Faou, ESET","BELUGASTURGEON, Group 88, IRON HUNTER, Krypton, Secret Blizzard, Snake, Venomous Bear, Waterbug, WhiteBear","(Citation: Accenture HyperStack October 2020), (Citation: Leonardo Turla Penquin May 2020), (Citation: Secureworks IRON HUNTER Profile), (Citation: CrowdStrike VENOMOUS BEAR), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: CrowdStrike VENOMOUS BEAR)(Citation: ESET Turla PowerShell May 2019)(Citation: Talos TinyTurla September 2021), (Citation: CrowdStrike VENOMOUS BEAR)(Citation: Talos TinyTurla September 2021), Based similarity in TTPs and malware used, Turla and Waterbug appear to be the same group.(Citation: Symantec Waterbug), WhiteBear is a designation used by Securelist to describe a cluster of activity that has overlaps with activity described by others as Turla, but appears to have a separate focus.(Citation: Securelist WhiteBear Aug 2017)(Citation: Talos TinyTurla September 2021)","(Citation: ESET Turla Lunar toolset May 2024),(Citation: Symantec Waterbug),(Citation: Accenture HyperStack October 2020),(Citation: ESET Turla Mosquito Jan 2018),(Citation: ESET Turla Mosquito May 2018),(Citation: ESET Crutch December 2020),(Citation: ESET LightNeuron May 2019),(Citation: Leonardo Turla Penquin May 2020),(Citation: Mandiant Suspected Turla Campaign February 2023),(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023),(Citation: Unit 42 Kazuar May 2017),(Citation: Secureworks IRON HUNTER Profile),(Citation: Unit 42 IronNetInjector February 2021 ),(Citation: Talos TinyTurla September 2021),(Citation: ESET Turla PowerShell May 2019),(Citation: Symantec Waterbug Jun 2019),(Citation: ESET Gazer Aug 2017),(Citation: ESET Carbon Mar 2017),(Citation: ESET Turla August 2018),(Citation: Kaspersky Turla),(Citation: ESET Turla Lunar toolset May 2024),(Citation: ESET ComRAT May 2020),(Citation: Unit42 AcidBox June 2020),(Citation: Recorded Future Turla Infra 2020),(Citation: Accenture HyperStack October 2020),(Citation: ESET Turla Mosquito Jan 2018),(Citation: ESET Turla Mosquito May 2018),(Citation: Github Rapid7 Meterpreter Elevate),(Citation: ESET Crutch December 2020),(Citation: Crowdstrike GTR2020 Mar 2020),(Citation: Secureworks IRON HUNTER Profile),(Citation: Unit 42 IronNetInjector February 2021 ),(Citation: Talos TinyTurla September 2021),(Citation: ESET Turla PowerShell May 2019),(Citation: Symantec Waterbug Jun 2019),(Citation: NSA NCSC Turla OilRig),(Citation: ESET Gazer Aug 2017),(Citation: GitHub Turla Driver Loader),(Citation: Kaspersky Turla),"
G0123,intrusion-set--b2e34388-6938-4c59-a702-80dc219e15e3,Volatile Cedar,"[Volatile Cedar](https://attack.mitre.org/groups/G0123) is a Lebanese threat group that has targeted individuals, companies, and institutions worldwide. [Volatile Cedar](https://attack.mitre.org/groups/G0123) has been operating since 2012 and is motivated by political and ideological interests.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021)",https://attack.mitre.org/groups/G0123,08 February 2021,20 April 2022,enterprise-attack,1.1,,Lebanese Cedar,(Citation: ClearSky Lebanese Cedar Jan 2021),"(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),(Citation: ClearSky Lebanese Cedar Jan 2021),(Citation: CheckPoint Volatile Cedar March 2015),"
G1017,intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,Volt Typhoon,"[Volt Typhoon](https://attack.mitre.org/groups/G1017) is a People's Republic of China (PRC) state-sponsored actor that has been active since at least 2021 primarily targeting critical infrastructure organizations in the US and its territories including Guam. [Volt Typhoon](https://attack.mitre.org/groups/G1017)'s targeting and pattern of behavior have been assessed as pre-positioning to enable lateral movement to operational technology (OT) assets for potential destructive or disruptive attacks. [Volt Typhoon](https://attack.mitre.org/groups/G1017) has emphasized stealth in operations using web shells, living-off-the-land (LOTL) binaries, hands on keyboard activities, and stolen credentials.(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024)(Citation: Microsoft Volt Typhoon May 2023)(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023)(Citation: Secureworks BRONZE SILHOUETTE May 2023)",https://attack.mitre.org/groups/G1017,27 July 2023,21 May 2024,enterprise-attack,2.0,"Ai Kimura, NEC Corporation; Manikantan Srinivasan, NEC Corporation India; Phyo Paing Htun (ChiLai), I-Secure Co.,Ltd; Pooja Natarajan, NEC Corporation India","BRONZE SILHOUETTE, DEV-0391, Insidious Taurus, UNC3236, Vanguard Panda, Voltzite","(Citation: Secureworks BRONZE SILHOUETTE May 2023)(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024), (Citation: CISA AA24-038A PRC Critical Infrastructure February 2024), (Citation: CISA AA24-038A PRC Critical Infrastructure February 2024), (Citation: CISA AA24-038A PRC Critical Infrastructure February 2024), (Citation: CISA AA24-038A PRC Critical Infrastructure February 2024), (Citation: CISA AA24-038A PRC Critical Infrastructure February 2024)","(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023),(Citation: Secureworks BRONZE SILHOUETTE May 2023),(Citation: Microsoft Volt Typhoon May 2023),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: Lumen Versa 2024),(Citation: Microsoft Volt Typhoon May 2023),(Citation: CISA AA24-038A PRC Critical Infrastructure February 2024),(Citation: Secureworks BRONZE SILHOUETTE May 2023),(Citation: Joint Cybersecurity Advisory Volt Typhoon June 2023),(Citation: Lumen KVBotnet 2023),(Citation: Lumen Versa 2024)"
G0090,intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,WIRTE,"[WIRTE](https://attack.mitre.org/groups/G0090) is a threat group that has been active since at least August 2018. [WIRTE](https://attack.mitre.org/groups/G0090) has targeted government, diplomatic, financial, military, legal, and technology organizations in the Middle East and Europe.(Citation: Lab52 WIRTE Apr 2019)(Citation: Kaspersky WIRTE November 2021)",https://attack.mitre.org/groups/G0090,24 May 2019,15 April 2022,enterprise-attack,2.0,Lab52 by S2 Grupo,,,"(Citation: Kaspersky WIRTE November 2021),(Citation: Lab52 WIRTE Apr 2019),(Citation: Kaspersky WIRTE November 2021),(Citation: Lab52 WIRTE Apr 2019),"
G0107,intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,Whitefly,"[Whitefly](https://attack.mitre.org/groups/G0107) is a cyber espionage group that has been operating since at least 2017. The group has targeted organizations based mostly in Singapore across a wide variety of sectors, and is primarily interested in stealing large amounts of sensitive information. The group has been linked to an attack against Singapore’s largest public health organization, SingHealth.(Citation: Symantec Whitefly March 2019)",https://attack.mitre.org/groups/G0107,26 May 2020,10 April 2024,enterprise-attack,1.2,,,,"(Citation: Symantec Whitefly March 2019),(Citation: Symantec Whitefly March 2019),"
G0124,intrusion-set--4e868dad-682d-4897-b8df-2dc98f46c68a,Windigo,"The [Windigo](https://attack.mitre.org/groups/G0124) group has been operating since at least 2011, compromising thousands of Linux and Unix servers using the [Ebury](https://attack.mitre.org/software/S0377) SSH backdoor to create a spam botnet. Despite law enforcement intervention against the creators, [Windigo](https://attack.mitre.org/groups/G0124) operators continued updating [Ebury](https://attack.mitre.org/software/S0377) through 2019.(Citation: ESET Windigo Mar 2014)(Citation: CERN Windigo June 2019)",https://attack.mitre.org/groups/G0124,10 February 2021,26 April 2021,enterprise-attack,1.0,,,,"(Citation: ESET Ebury Oct 2017),(Citation: ESET ForSSHe December 2018),(Citation: ESET Windigo Mar 2014),"
G0112,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,Windshift,"[Windshift](https://attack.mitre.org/groups/G0112) is a threat group that has been active since at least 2017, targeting specific individuals for surveillance in government departments and critical infrastructure across the Middle East.(Citation: SANS Windshift August 2018)(Citation: objective-see windtail1 dec 2018)(Citation: objective-see windtail2 jan 2019)",https://attack.mitre.org/groups/G0112,25 June 2020,26 April 2021,"enterprise-attack,mobile-attack",1.1,,Bahamut,(Citation: SANS Windshift August 2018),"(Citation: SANS Windshift August 2018),(Citation: objective-see windtail1 dec 2018),(Citation: objective-see windtail2 jan 2019),(Citation: SANS Windshift August 2018),(Citation: objective-see windtail1 dec 2018),(Citation: BlackBerry Bahamut),"
G0044,intrusion-set--c5947e1c-1cbc-434c-94b8-27c7e3be0fff,Winnti Group,"[Winnti Group](https://attack.mitre.org/groups/G0044) is a threat group with Chinese origins that has been active since at least 2010. The group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting.(Citation: Kaspersky Winnti April 2013)(Citation: Kaspersky Winnti June 2015)(Citation: Novetta Winnti April 2015) Some reporting suggests a number of other groups, including [Axiom](https://attack.mitre.org/groups/G0001), [APT17](https://attack.mitre.org/groups/G0025), and [Ke3chang](https://attack.mitre.org/groups/G0004), are closely linked to [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: 401 TRG Winnti Umbrella May 2018)",https://attack.mitre.org/groups/G0044,31 May 2017,20 March 2023,enterprise-attack,1.2,Edward Millington,Blackfly,(Citation: Symantec Suckfly March 2016),"(Citation: Kaspersky Winnti June 2015),(Citation: ESET PipeMon May 2020),(Citation: Kaspersky Winnti April 2013),(Citation: Kaspersky Winnti April 2013),"
G1035,intrusion-set--75a07184-a7e5-4222-95a1-a04dbc96a29c,Winter Vivern,"Winter Vivern is a group linked to Russian and Belorussian interests active since at least 2020 targeting various European government and NGO entities, along with sporadic targeting of Indian and US victims. The group leverages a combination of document-based phishing activity and server-side exploitation for initial access, leveraging adversary-controlled and -created infrastructure for follow-on command and control.(Citation: DomainTools WinterVivern 2021)(Citation: SentinelOne WinterVivern 2023)(Citation: CERT-UA WinterVivern 2023)(Citation: ESET WinterVivern 2023)(Citation: Proofpoint WinterVivern 2023)",https://attack.mitre.org/groups/G1035,29 July 2024,10 October 2024,enterprise-attack,1.0,Onur Atali,"TA473, UAC-0114","(Citation: Proofpoint WinterVivern 2023), (Citation: CERT-UA WinterVivern 2023)",",(Citation: SentinelOne WinterVivern 2023),(Citation: CERT-UA WinterVivern 2023),(Citation: DomainTools WinterVivern 2021),(Citation: Proofpoint WinterVivern 2023),(Citation: ESET WinterVivern 2023),"
G0102,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,Wizard Spider,"[Wizard Spider](https://attack.mitre.org/groups/G0102) is a Russia-based financially motivated threat group originally known for the creation and deployment of [TrickBot](https://attack.mitre.org/software/S0266) since at least 2016. [Wizard Spider](https://attack.mitre.org/groups/G0102) possesses a diverse aresenal of tools and has conducted ransomware campaigns against a variety of organizations, ranging from major corporations to hospitals.(Citation: CrowdStrike Ryuk January 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: CrowdStrike Wizard Spider October 2020)",https://attack.mitre.org/groups/G0102,12 May 2020,03 April 2024,"enterprise-attack,ics-attack",4.0,Edward Millington; Oleksiy Gayda,"DEV-0193, FIN12, GOLD BLACKBURN, Grim Spider, ITG23, Periwinkle Tempest, TEMP.MixMaster, UNC1878","(Citation: Microsoft Threat Actor Naming July 2023), (Citation: Mandiant FIN12 Oct 2021), (Citation: Secureworks Gold Blackburn Mar 2022), (Citation: CrowdStrike Ryuk January 2019)(Citation: CrowdStrike Grim Spider May 2019), (Citation: IBM X-Force ITG23 Oct 2021), (Citation: Microsoft Threat Actor Naming July 2023), (Citation: FireEye Ryuk and Trickbot January 2019), (Citation: FireEye KEGTAP SINGLEMALT October 2020)","(Citation: Malwarebytes TrickBot Sep 2019),(Citation: Forbes Dyre May 2017),(Citation: Microsoft Ransomware as a Service),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: CrowdStrike Wizard Spider March 2019),(Citation: CrowdStrike Ryuk January 2019),(Citation: Mandiant FIN12 Oct 2021),(Citation: Sophos New Ryuk Attack October 2020),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: CrowdStrike Grim Spider May 2019),(Citation: Group IB GrimAgent July 2021),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DFIR Ryuk's Return October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: FireEye Ryuk and Trickbot January 2019),(Citation: Red Canary Hospital Thwarted Ryuk October 2020),(Citation: CrowdStrike Wizard Spider October 2020),(Citation: Mandiant FIN12 Oct 2021),(Citation: Sophos New Ryuk Attack October 2020),(Citation: CrowdStrike Grim Spider May 2019),(Citation: DFIR Ryuk in 5 Hours October 2020),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(Citation: FireEye KEGTAP SINGLEMALT October 2020),(Citation: DFIR Ryuk's Return October 2020),(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020),(Citation: FireEye Ryuk and Trickbot January 2019),(Citation: Red Canary Hospital Thwarted Ryuk October 2020),"
G0128,intrusion-set--4283ae19-69c7-4347-a35e-b56f08eb660b,ZIRCONIUM,"[ZIRCONIUM](https://attack.mitre.org/groups/G0128) is a threat group operating out of China, active since at least 2017, that has targeted individuals associated with the 2020 US presidential election and prominent leaders in the international affairs community.(Citation: Microsoft Targeting Elections September 2020)(Citation: Check Point APT31 February 2021)",https://attack.mitre.org/groups/G0128,24 March 2021,10 October 2024,enterprise-attack,2.1,,"APT31, Violet Typhoon","(Citation: Check Point APT31 February 2021), (Citation: Microsoft Threat Actor Naming July 2023)",",(Citation: Check Point APT31 February 2021),(Citation: ORB APT31),(Citation: ORB Mandiant),(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Microsoft Targeting Elections September 2020),(Citation: Google Election Threats October 2020),"
G0018,intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,admin@338,"[admin@338](https://attack.mitre.org/groups/G0018) is a China-based cyber threat group. It has previously used newsworthy events as lures to deliver malware and has primarily targeted organizations involved in financial, economic, and trade policy, typically using publicly available RATs such as [PoisonIvy](https://attack.mitre.org/software/S0012), as well as some non-public backdoors. (Citation: FireEye admin@338)",https://attack.mitre.org/groups/G0018,31 May 2017,18 March 2020,enterprise-attack,1.2,"Tatsuya Daitoku, Cyber Defense Institute, Inc.",,,"(Citation: FireEye admin@338),(Citation: FireEye admin@338),"
G0045,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,menuPass,"[menuPass](https://attack.mitre.org/groups/G0045) is a threat group that has been active since at least 2006. Individual members of [menuPass](https://attack.mitre.org/groups/G0045) are known to have acted in association with the Chinese Ministry of State Security's (MSS) Tianjin State Security Bureau and worked for the Huaying Haitai Science and Technology Development Company.(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)

[menuPass](https://attack.mitre.org/groups/G0045) has targeted healthcare, defense, aerospace, finance, maritime, biotechnology, energy, and government sectors globally, with an emphasis on Japanese organizations. In 2016 and 2017, the group is known to have targeted managed IT service providers (MSPs), manufacturing and mining companies, and a university.(Citation: Palo Alto menuPass Feb 2017)(Citation: Crowdstrike CrowdCast Oct 2013)(Citation: FireEye Poison Ivy)(Citation: PWC Cloud Hopper April 2017)(Citation: FireEye APT10 April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)",https://attack.mitre.org/groups/G0045,31 May 2017,19 September 2024,enterprise-attack,3.0,Edward Millington; Michael Cox,"APT10, BRONZE RIVERSIDE, CVNX, Cicada, HOGFISH, POTASSIUM, Red Apollo, Stone Panda","(Citation: Palo Alto menuPass Feb 2017)(Citation: Accenture Hogfish April 2018)(Citation: FireEye APT10 Sept 2018)(Citation: DOJ APT10 Dec 2018)(Citation: Symantec Cicada November 2020), (Citation: SecureWorks BRONZE STARLIGHT Ransomware Operations June 2022), (Citation: PWC Cloud Hopper April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: Symantec Cicada November 2020), (Citation: Accenture Hogfish April 2018), (Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: PWC Cloud Hopper April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018), (Citation: Palo Alto menuPass Feb 2017)(Citation: Accenture Hogfish April 2018)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)(Citation: Symantec Cicada November 2020)","(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Accenture Hogfish April 2018),(Citation: DOJ APT10 Dec 2018),(Citation: Securelist APT10 March 2021),(Citation: SecureWorks BRONZE STARLIGHT Ransomware Operations June 2022),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: FireEye APT10 Sept 2018),(Citation: Symantec Cicada November 2020),(Citation: FireEye APT10 April 2017),(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: Accenture Hogfish April 2018),(Citation: DOJ APT10 Dec 2018),(Citation: Securelist APT10 March 2021),(Citation: Github AD-Pentest-Script),(Citation: District Court of NY APT10 Indictment December 2018),(Citation: FireEye APT10 Sept 2018),(Citation: Symantec Cicada November 2020),(Citation: PWC Cloud Hopper April 2017),(Citation: FireEye APT10 April 2017),"
